"id","sourceFile","line","fileSha256","contentSha256","from","before","after","disposition","ownerId","literalDestinationBefore","literalDestinationAfter","literalSelectedCanonicalTarget","currentFinalOwner","effectiveFinalCanonicalOwner","sourceShadowedByExistingControlledPage","statusBefore","statusAfter","forceBefore","forceAfter","conditionsBefore","conditionsAfter","orderBefore","orderAfter","protectedCohort","scope","semanticInvariant","reason","requiredConditions","currentEffectiveResponse","proposedEffectiveResponse","testIds","rollback"
"REDIRECT-L0235-69a8f6d2620a","_redirects","235","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","69a8f6d2620a827f63f18faa2749a0a43e6ee365e6fd1827ec2a48f562cc4ccf","/product/oakleaf-mystic-oak/","/product/oakleaf-mystic-oak/ /ranges/oakleaf/ 301","/product/oakleaf-mystic-oak/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","235","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-mystic-oak/"",""historicalTarget"":""/products/oakleaf-mystic-oak/"",""historicalStatus"":""301"",""historicalLine"":234,""historicalRuleHash"":""776d91487767d4664ce792846ef3a7cd71c07a991de5675086a71ccefcac8a42"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-mystic-oak/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-mystic-oak/ /ranges/oakleaf/ 301""]}","[""RULE-L235""]","{""restoreExactRule"":""/product/oakleaf-mystic-oak/ /ranges/oakleaf/ 301"",""anchorHash"":""69a8f6d2620a827f63f18faa2749a0a43e6ee365e6fd1827ec2a48f562cc4ccf"",""restoreOrder"":235}"
"REDIRECT-L0236-2095432a6346","_redirects","236","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","2095432a63460552728c39c483155e471c0eba89f93cd2b530e2995b4b9d46c5","/product/oakleaf-ivory/","/product/oakleaf-ivory/ /ranges/oakleaf/ 301","/product/oakleaf-ivory/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","236","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-ivory/"",""historicalTarget"":""/products/oakleaf-ivory/"",""historicalStatus"":""301"",""historicalLine"":235,""historicalRuleHash"":""754ce951ead6d61e303b9cdf86e44b4bfe3ab23c522d17eb3e41cb9250f1897f"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-ivory/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-ivory/ /ranges/oakleaf/ 301""]}","[""RULE-L236""]","{""restoreExactRule"":""/product/oakleaf-ivory/ /ranges/oakleaf/ 301"",""anchorHash"":""2095432a63460552728c39c483155e471c0eba89f93cd2b530e2995b4b9d46c5"",""restoreOrder"":236}"
"REDIRECT-L0237-403672faa82e","_redirects","237","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","403672faa82ea0041bbcac9ecb447fa283f5a434b11a899f814a0731a157a4f7","/product/oakleaf-seashell-oak/","/product/oakleaf-seashell-oak/ /ranges/oakleaf/ 301","/product/oakleaf-seashell-oak/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","237","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-seashell-oak/"",""historicalTarget"":""/products/oakleaf-seashell-oak/"",""historicalStatus"":""301"",""historicalLine"":236,""historicalRuleHash"":""f86c5fde2186cc9a34073503987b1f18a49e898c651247e5f35d53ea877af99f"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-seashell-oak/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-seashell-oak/ /ranges/oakleaf/ 301""]}","[""RULE-L237""]","{""restoreExactRule"":""/product/oakleaf-seashell-oak/ /ranges/oakleaf/ 301"",""anchorHash"":""403672faa82ea0041bbcac9ecb447fa283f5a434b11a899f814a0731a157a4f7"",""restoreOrder"":237}"
"REDIRECT-L0238-fada4f88f313","_redirects","238","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","fada4f88f31349a7b2c067857a778234984d2b69493429aecf05e25dbd83cf1f","/product/oakleaf-nordic-oak/","/product/oakleaf-nordic-oak/ /ranges/oakleaf/ 301","/product/oakleaf-nordic-oak/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","238","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-nordic-oak/"",""historicalTarget"":""/products/oakleaf-nordic-oak/"",""historicalStatus"":""301"",""historicalLine"":237,""historicalRuleHash"":""914c0a5a5a3400b56d8c64e84e3ea1fbaa45218b88f6aa2fce71ee799fe058a5"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-nordic-oak/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-nordic-oak/ /ranges/oakleaf/ 301""]}","[""RULE-L238""]","{""restoreExactRule"":""/product/oakleaf-nordic-oak/ /ranges/oakleaf/ 301"",""anchorHash"":""fada4f88f31349a7b2c067857a778234984d2b69493429aecf05e25dbd83cf1f"",""restoreOrder"":238}"
"REDIRECT-L0239-26670a8896c8","_redirects","239","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","26670a8896c83ca5111c8e91fd07d5eb18bf21f6a02de49dc4a0b5dd897fefbd","/product/oakleaf-maritime/","/product/oakleaf-maritime/ /ranges/oakleaf/ 301","/product/oakleaf-maritime/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","239","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-maritime/"",""historicalTarget"":""/products/oakleaf-maritime/"",""historicalStatus"":""301"",""historicalLine"":238,""historicalRuleHash"":""239f623b9226fa06c738cc79556368694b7c1a3c3d2151311f893c55df453dfc"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-maritime/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-maritime/ /ranges/oakleaf/ 301""]}","[""RULE-L239""]","{""restoreExactRule"":""/product/oakleaf-maritime/ /ranges/oakleaf/ 301"",""anchorHash"":""26670a8896c83ca5111c8e91fd07d5eb18bf21f6a02de49dc4a0b5dd897fefbd"",""restoreOrder"":239}"
"REDIRECT-L0240-88cc8b9121cf","_redirects","240","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","88cc8b9121cf09ae15de1187fddf94d26048e68f8fa44ffc0122ae3a4e0fec10","/product/oakleaf-imperial/","/product/oakleaf-imperial/ /ranges/oakleaf/ 301","/product/oakleaf-imperial/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","240","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-imperial/"",""historicalTarget"":""/products/oakleaf-imperial/"",""historicalStatus"":""301"",""historicalLine"":239,""historicalRuleHash"":""eb22aeac8b18dd620b1021a358308a3199a569df80c8eb8cefb7ccec295f2ab7"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-imperial/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-imperial/ /ranges/oakleaf/ 301""]}","[""RULE-L240""]","{""restoreExactRule"":""/product/oakleaf-imperial/ /ranges/oakleaf/ 301"",""anchorHash"":""88cc8b9121cf09ae15de1187fddf94d26048e68f8fa44ffc0122ae3a4e0fec10"",""restoreOrder"":240}"
"REDIRECT-L0241-bdefd708d635","_redirects","241","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","bdefd708d6352d69b0f828d27972e158919d4c73dd8fe95ecab9751f0cb0b3ea","/product/oakleaf-blackbutt/","/product/oakleaf-blackbutt/ /ranges/oakleaf/ 301","/product/oakleaf-blackbutt/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","241","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-blackbutt/"",""historicalTarget"":""/products/oakleaf-blackbutt/"",""historicalStatus"":""301"",""historicalLine"":240,""historicalRuleHash"":""72464a244a24d1e528b99f6e6c581304e56661094428ea935018b8544285e1e7"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-blackbutt/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-blackbutt/ /ranges/oakleaf/ 301""]}","[""RULE-L241""]","{""restoreExactRule"":""/product/oakleaf-blackbutt/ /ranges/oakleaf/ 301"",""anchorHash"":""bdefd708d6352d69b0f828d27972e158919d4c73dd8fe95ecab9751f0cb0b3ea"",""restoreOrder"":241}"
"REDIRECT-L0242-eed2c1db6c97","_redirects","242","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","eed2c1db6c97e2bef084d361e694a1c480ae75fced21bd14a3d86d1a69df4103","/product/oakleaf-aspen-oak/","/product/oakleaf-aspen-oak/ /ranges/oakleaf/ 301","/product/oakleaf-aspen-oak/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","242","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-aspen-oak/"",""historicalTarget"":""/products/oakleaf-aspen-oak/"",""historicalStatus"":""301"",""historicalLine"":241,""historicalRuleHash"":""643f64aa217f9ef75c246a24ded3fa809100d8ffa6c7c4d6ff08ae0bec394074"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-aspen-oak/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-aspen-oak/ /ranges/oakleaf/ 301""]}","[""RULE-L242""]","{""restoreExactRule"":""/product/oakleaf-aspen-oak/ /ranges/oakleaf/ 301"",""anchorHash"":""eed2c1db6c97e2bef084d361e694a1c480ae75fced21bd14a3d86d1a69df4103"",""restoreOrder"":242}"
"REDIRECT-L0243-86106c9f1e0c","_redirects","243","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","86106c9f1e0cc0070e443103192f20c6fca2899bfa04a8ad4524e02777ab12f7","/product/oakleaf-tawny-oak/","/product/oakleaf-tawny-oak/ /ranges/oakleaf/ 301","/product/oakleaf-tawny-oak/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","243","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-tawny-oak/"",""historicalTarget"":""/products/oakleaf-tawny-oak/"",""historicalStatus"":""301"",""historicalLine"":242,""historicalRuleHash"":""d9787a13c931ad19d2340fa1727a2b3019cdbdcf3f9d2d96143a23315aa41b51"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-tawny-oak/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-tawny-oak/ /ranges/oakleaf/ 301""]}","[""RULE-L243""]","{""restoreExactRule"":""/product/oakleaf-tawny-oak/ /ranges/oakleaf/ 301"",""anchorHash"":""86106c9f1e0cc0070e443103192f20c6fca2899bfa04a8ad4524e02777ab12f7"",""restoreOrder"":243}"
"REDIRECT-L0244-ea579159d22a","_redirects","244","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","ea579159d22a62bdd7e89b355d3dbe124e134747df9a3cabf1dab0a5a785308c","/product/oakleaf-spotted-gum/","/product/oakleaf-spotted-gum/ /ranges/oakleaf/ 301","/product/oakleaf-spotted-gum/ /ranges/oakleaf/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/oakleaf/","/ranges/oakleaf/","","https://oztimberfloor.com.au/ranges/oakleaf/","https://oztimberfloor.com.au/ranges/oakleaf/","false","301","301","false","false","[]","[]","244","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/oakleaf-spotted-gum/"",""historicalTarget"":""/products/oakleaf-spotted-gum/"",""historicalStatus"":""301"",""historicalLine"":243,""historicalRuleHash"":""b547f1e1bb65f6ddc2d515730d75114c7a5db59930c99e39853072b3b0257d28"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-spotted-gum/ /ranges/oakleaf/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/oakleaf/"",""query"":"""",""file"":""ranges/oakleaf/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/oakleaf/"",""noindex"":false,""trail"":[""/product/oakleaf-spotted-gum/ /ranges/oakleaf/ 301""]}","[""RULE-L244""]","{""restoreExactRule"":""/product/oakleaf-spotted-gum/ /ranges/oakleaf/ 301"",""anchorHash"":""ea579159d22a62bdd7e89b355d3dbe124e134747df9a3cabf1dab0a5a785308c"",""restoreOrder"":244}"
"REDIRECT-L0245-e3759ba1c29e","_redirects","245","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","e3759ba1c29e7197ada700fde88830968bbc787b7965ffce482a3a4677717e33","/product/preference-classic-walnut/","/product/preference-classic-walnut/ /ranges/classic-laminate/ 301","/product/preference-classic-walnut/ /ranges/classic-laminate/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/classic-laminate/","/ranges/classic-laminate/","","https://oztimberfloor.com.au/ranges/classic-laminate/","https://oztimberfloor.com.au/ranges/classic-laminate/","false","301","301","false","false","[]","[]","245","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/preference-classic-walnut/"",""historicalTarget"":""/products/classic-walnut/"",""historicalStatus"":""301"",""historicalLine"":244,""historicalRuleHash"":""a1cd19cf2d63a963091688aecdb0d31f3b416ec9852da173ae6f1136283a02b1"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/classic-laminate/"",""query"":"""",""file"":""ranges/classic-laminate/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/classic-laminate/"",""noindex"":false,""trail"":[""/product/preference-classic-walnut/ /ranges/classic-laminate/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/classic-laminate/"",""query"":"""",""file"":""ranges/classic-laminate/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/classic-laminate/"",""noindex"":false,""trail"":[""/product/preference-classic-walnut/ /ranges/classic-laminate/ 301""]}","[""RULE-L245""]","{""restoreExactRule"":""/product/preference-classic-walnut/ /ranges/classic-laminate/ 301"",""anchorHash"":""e3759ba1c29e7197ada700fde88830968bbc787b7965ffce482a3a4677717e33"",""restoreOrder"":245}"
"REDIRECT-L0246-daa6fd744fdd","_redirects","246","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","daa6fd744fddc0205ee162cd12aeb03758e02616d4fe4929570989d66eed8014","/product/preference-classic-spotted-gum/","/product/preference-classic-spotted-gum/ /ranges/classic-laminate/ 301","/product/preference-classic-spotted-gum/ /ranges/classic-laminate/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/classic-laminate/","/ranges/classic-laminate/","","https://oztimberfloor.com.au/ranges/classic-laminate/","https://oztimberfloor.com.au/ranges/classic-laminate/","false","301","301","false","false","[]","[]","246","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/preference-classic-spotted-gum/"",""historicalTarget"":""/products/classic-spotted-gum/"",""historicalStatus"":""301"",""historicalLine"":245,""historicalRuleHash"":""bb8f7db8f63b514124e4334be7cc185687125a6e5cf127f37ce901a885b6b7d9"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/classic-laminate/"",""query"":"""",""file"":""ranges/classic-laminate/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/classic-laminate/"",""noindex"":false,""trail"":[""/product/preference-classic-spotted-gum/ /ranges/classic-laminate/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/classic-laminate/"",""query"":"""",""file"":""ranges/classic-laminate/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/classic-laminate/"",""noindex"":false,""trail"":[""/product/preference-classic-spotted-gum/ /ranges/classic-laminate/ 301""]}","[""RULE-L246""]","{""restoreExactRule"":""/product/preference-classic-spotted-gum/ /ranges/classic-laminate/ 301"",""anchorHash"":""daa6fd744fddc0205ee162cd12aeb03758e02616d4fe4929570989d66eed8014"",""restoreOrder"":246}"
"REDIRECT-L0247-11fae1285b0a","_redirects","247","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","11fae1285b0a144dbce4ec6adc0c54e7d82d0ebe819da60def399fd142393907","/product/preference-classic-merbau/","/product/preference-classic-merbau/ /ranges/classic-laminate/ 301","/product/preference-classic-merbau/ /ranges/classic-laminate/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/classic-laminate/","/ranges/classic-laminate/","","https://oztimberfloor.com.au/ranges/classic-laminate/","https://oztimberfloor.com.au/ranges/classic-laminate/","false","301","301","false","false","[]","[]","247","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/preference-classic-merbau/"",""historicalTarget"":""/products/classic-merbau/"",""historicalStatus"":""301"",""historicalLine"":246,""historicalRuleHash"":""83338e81f1e0e72dc883ea2e26562e16512e62959a513308edcec21281319202"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/classic-laminate/"",""query"":"""",""file"":""ranges/classic-laminate/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/classic-laminate/"",""noindex"":false,""trail"":[""/product/preference-classic-merbau/ /ranges/classic-laminate/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/classic-laminate/"",""query"":"""",""file"":""ranges/classic-laminate/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/classic-laminate/"",""noindex"":false,""trail"":[""/product/preference-classic-merbau/ /ranges/classic-laminate/ 301""]}","[""RULE-L247""]","{""restoreExactRule"":""/product/preference-classic-merbau/ /ranges/classic-laminate/ 301"",""anchorHash"":""11fae1285b0a144dbce4ec6adc0c54e7d82d0ebe819da60def399fd142393907"",""restoreOrder"":247}"
