old_url,old_path,old_type,old_topic,priority,internal_links,external_links_if_available,new_target,target_status,redirect_status,action,reason,notes
https://oztimberfloor.com.au/,/,homepage,home,P0,481,,/,exists,200 live,keep live,Root homepage remains the live canonical destination.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/contact-us/,/contact-us/,contact,contact,P0,337,,/contact/,existing destination,301 implemented,301 redirect,Mapped to the live contact page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/easiplank/,/easiplank/,range,easiplank,P1,,,/ranges/easi-plank/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/elk-falls/,/elk-falls/,range,elk-falls,P1,,,/ranges/elk-falls/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/engineered-timber-flooring/,/engineered-timber-flooring/,category,engineered-timber-flooring,P0,277,,/engineered-timber-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/faqs/,/faqs/,sitemap/faqs,faq hub,P2,338,,/guides/,best available destination,,manual review,No dedicated FAQ hub exists in the rebuilt site; guides is the closest informational destination.,Still needs a final launch decision.
https://oztimberfloor.com.au/fiddleback/,/fiddleback/,range,fiddleback,P1,,,/ranges/fiddleback/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/floor-levelling/,/floor-levelling/,service,floor-levelling,P0,335,,/floor-levelling-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live service page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/gallery/,/gallery/,unknown,gallery,P4,,,/projects/,existing destination,301 implemented,301 redirect,Mapped to the projects hub because the old gallery intent is preserved there.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/grand-oak/,/grand-oak/,range,grand-oak,P1,,,/ranges/grand-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/guide-to-choosing-the-right-vinyl-timber-flooring/,/guide-to-choosing-the-right-vinyl-timber-flooring/,unknown,guide-to-choosing-the-right-vinyl-timber-flooring,P4,,,/guides/guide-to-choosing-the-right-vinyl-timber-flooring/,existing destination,301 implemented,301 redirect,Mapped to the closest live guide page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/hire-over-diy/,/hire-over-diy/,unknown,hire-over-diy,P4,,,/guides/hire-over-diy/,existing destination,301 implemented,301 redirect,Mapped to the closest live guide page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/how-hybrid-timber-flooring-performs-in-sydney-apartments/,/how-hybrid-timber-flooring-performs-in-sydney-apartments/,unknown,how-hybrid-timber-flooring-performs-in-sydney-apartments,P4,,,/guides/how-hybrid-timber-flooring-performs-in-sydney-apartments/,existing destination,301 implemented,301 redirect,Mapped to the closest live guide page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/hybrid/,/hybrid/,category,hybrid,P0,337,,/hybrid-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/hydroplank-wpc/,/hydroplank-wpc/,range,hydroplank-wpc,P1,,,/ranges/hydroplank-wpc/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/infinite-laminate-2/,/infinite-laminate-2/,range,infinite-laminate-2,P1,,,/ranges/infinite/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/innovakitchens/,/innovakitchens/,unknown,innovakitchens,P4,,,/404.html,gone,,410 gone,Legacy low-value URL intentionally retired.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/kronoswiss-aquastop/,/kronoswiss-aquastop/,range,kronoswiss-aquastop,P1,2,,/ranges/kronoswiss-aquastop/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/laminate/,/laminate/,category,laminate,P0,337,,/laminate-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/laying-the-foundations-right-why-floor-levelling-matters-for-your-timber-flooring/,/laying-the-foundations-right-why-floor-levelling-matters-for-your-timber-flooring/,unknown,laying-the-foundations-right-why-floor-levelling-matters-for-your-timber-flooring,P4,,,/guides/laying-the-foundations-right-why-floor-levelling-matters-for-your-timber-flooring/,existing destination,301 implemented,301 redirect,Mapped to the closest live guide page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/local-supply-installation-and-custom-finish-options-for-commercial-timber-flooring/,/local-supply-installation-and-custom-finish-options-for-commercial-timber-flooring/,unknown,local-supply-installation-and-custom-finish-options-for-commercial-timber-flooring,P4,,,/guides/local-supply-installation-and-custom-finish-options-for-commercial-timber-flooring/,existing destination,301 implemented,301 redirect,Mapped to the closest live guide page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/luxury-hybrid/,/luxury-hybrid/,range,luxury-hybrid,P1,,,/ranges/luxury-hybrid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/manufactured-wood/,/manufactured-wood/,category,manufactured-wood,P1,,,/engineered-timber-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/oak-flooring-sydney/,/oak-flooring-sydney/,unknown,oak-flooring-sydney,P4,,,/engineered-timber-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/oakleaf-laminate/,/oakleaf-laminate/,range,oakleaf-laminate,P1,,,/ranges/oakleaf-laminate/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/oakstep-laminate/,/oakstep-laminate/,range,oakstep-laminate,P1,,,/ranges/oak-step/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/office-flooring/,/office-flooring/,service,office-flooring,P0,338,,/office-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live service page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/ornato-hybrid/,/ornato-hybrid/,range,ornato-hybrid,P1,,,/ranges/ornato-hybrid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/ornato-vinyl/,/ornato-vinyl/,range,ornato-vinyl,P1,,,/ranges/ornato-vinyl/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/preference-classic/,/preference-classic/,range,preference-classic,P1,,,/ranges/classic-laminate/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/prefinished-solid-timber/,/prefinished-solid-timber/,range,prefinished-solid-timber,P1,,,/ranges/solid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/prestige-oak/,/prestige-oak/,range,prestige-oak,P1,,,/ranges/prestige-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/privacy.html,/privacy.html,unknown,privacy.html,P4,,,/privacy/,existing destination,301 implemented,301 redirect,Mapped to the closest relevant live destination.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/bamboo/,/product-category/bamboo/,product-category,bamboo,P0,9,,/bamboo-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/bamboo/*,/product-category/bamboo/*,product-category,*,P2,,,/bamboo-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/bamboo/stonewood-bamboo/,/product-category/bamboo/stonewood-bamboo/,product-category,stonewood-bamboo,P2,,,/bamboo-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/bamboo/verdura-bamboo/,/product-category/bamboo/verdura-bamboo/,product-category,verdura-bamboo,P2,,,/bamboo-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/,/product-category/engineered-timber/,product-category,engineered-timber,P0,72,,/engineered-timber-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/artisan-oak/,/product-category/engineered-timber/artisan-oak/,product-category,artisan-oak,P2,340,,/ranges/artisan-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/grand-oak-14-5mm/,/product-category/engineered-timber/grand-oak-14-5mm/,product-category,grand-oak-14-5mm,P2,340,,/ranges/grand-oak-14-5mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/grand-oak/,/product-category/engineered-timber/grand-oak/,product-category,grand-oak,P2,,,/ranges/grand-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/preference-fiddleback/,/product-category/engineered-timber/preference-fiddleback/,product-category,preference-fiddleback,P2,338,,/ranges/fiddleback/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/preference-select-australian-timber/,/product-category/engineered-timber/preference-select-australian-timber/,product-category,preference-select-australian-timber,P2,337,,/ranges/select-australian-timber/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/prestige-oak-15mm/,/product-category/engineered-timber/prestige-oak-15mm/,product-category,prestige-oak-15mm,P2,340,,/ranges/prestige-oak-15mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/prestige-oak-21mm/,/product-category/engineered-timber/prestige-oak-21mm/,product-category,prestige-oak-21mm,P2,340,,/ranges/prestige-oak-21mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/prestige-oak/,/product-category/engineered-timber/prestige-oak/,range,engineered timber prestige oak,P1,340,,/ranges/prestige-oak/,existing destination,301 implemented,301 redirect,Restored Search Console export surfaced this high-link old range URL; exact live range now exists.,Added during second migration pass with restored source exports.
https://oztimberfloor.com.au/product-category/engineered-timber/pronto-engineered-oak/,/product-category/engineered-timber/pronto-engineered-oak/,product-category,pronto-engineered-oak,P2,335,,/ranges/pronto-engineered-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/engineered-timber/swish-oak/,/product-category/engineered-timber/swish-oak/,product-category,swish-oak,P2,338,,/ranges/swish-oak-natura/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/,/product-category/hybrid/,product-category,hybrid,P0,86,,/hybrid-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/artisan-hybrid-tile/,/product-category/hybrid/artisan-hybrid-tile/,product-category,artisan-hybrid-tile,P2,335,,/ranges/artisan-tile/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/aspire-classic-width/,/product-category/hybrid/aspire-classic-width/,product-category,aspire-classic-width,P2,335,,/ranges/aspire/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/aspire-super-width/,/product-category/hybrid/aspire-super-width/,product-category,aspire-super-width,P2,338,,/ranges/aspire/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/easi-plank/,/product-category/hybrid/easi-plank/,product-category,easi-plank,P2,334,,/ranges/easi-plank/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/etf-hybrid-spc-9mm/,/product-category/hybrid/etf-hybrid-spc-9mm/,product-category,etf-hybrid-spc-9mm,P2,335,,/ranges/etf-9-0mm-hybrid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/hydroplank-wpc/,/product-category/hybrid/hydroplank-wpc/,product-category,hydroplank-wpc,P2,340,,/ranges/hydroplank-wpc/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/luxury-hybrid/,/product-category/hybrid/luxury-hybrid/,product-category,luxury-hybrid,P2,335,,/ranges/luxury-hybrid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/ornato-hybrid/,/product-category/hybrid/ornato-hybrid/,product-category,ornato-hybrid,P2,340,,/ranges/ornato-hybrid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/stone-floor-marble/,/product-category/hybrid/stone-floor-marble/,product-category,stone-floor-marble,P2,337,,/ranges/stone-floor-tile/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/stone-floor-tile/,/product-category/hybrid/stone-floor-tile/,product-category,stone-floor-tile,P2,334,,/ranges/stone-floor-tile/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/stone-floor-timber/,/product-category/hybrid/stone-floor-timber/,product-category,stone-floor-timber,P2,340,,/ranges/stone-floor-timber/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/hybrid/storm-luxury-hybrid-planks/,/product-category/hybrid/storm-luxury-hybrid-planks/,product-category,storm-luxury-hybrid-planks,P2,338,,/ranges/storm-luxury/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/,/product-category/laminate/,product-category,laminate,P0,,,/laminate-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/infinite-laminate/,/product-category/laminate/infinite-laminate/,product-category,infinite-laminate,P2,341,,/ranges/infinite/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/kronoswiss-aquastop-laminate-12mm/,/product-category/laminate/kronoswiss-aquastop-laminate-12mm/,product-category,kronoswiss-aquastop-laminate-12mm,P2,341,,/ranges/kronoswiss-aquastop-laminate-12mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/kronoswiss-aquastop-laminate-14mm/,/product-category/laminate/kronoswiss-aquastop-laminate-14mm/,product-category,kronoswiss-aquastop-laminate-14mm,P2,341,,/ranges/kronoswiss-aquastop-laminate-14mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/kronoswiss-aquastop-laminate-8mm/,/product-category/laminate/kronoswiss-aquastop-laminate-8mm/,product-category,kronoswiss-aquastop-laminate-8mm,P2,339,,/ranges/kronoswiss-aquastop-laminate-8mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/oakleaf-laminate/,/product-category/laminate/oakleaf-laminate/,product-category,oakleaf-laminate,P2,339,,/ranges/oakleaf-laminate/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/preference-classic-laminate/,/product-category/laminate/preference-classic-laminate/,product-category,preference-classic-laminate,P2,336,,/ranges/classic-laminate/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/reflections-laminate/,/product-category/laminate/reflections-laminate/,product-category,reflections-laminate,P2,341,,/ranges/reflections/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/swish-aquastop-laminate/,/product-category/laminate/swish-aquastop-laminate/,product-category,swish-aquastop-laminate,P2,336,,/ranges/swish-laminate-aqua/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/swish-laminate/,/product-category/laminate/swish-laminate/,product-category,swish-laminate,P2,341,,/ranges/swish-laminate/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/villeroy-boch-aquastop-10mm/,/product-category/laminate/villeroy-boch-aquastop-10mm/,product-category,villeroy-boch-aquastop-10mm,P2,342,,/ranges/villeroy-boch-aquastop-10mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/villeroy-boch-aquastop-12mm/,/product-category/laminate/villeroy-boch-aquastop-12mm/,product-category,villeroy-boch-aquastop-12mm,P2,336,,/ranges/villeroy-boch-aquastop-12mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/laminate/villeroy-boch-aquastop-8mm/,/product-category/laminate/villeroy-boch-aquastop-8mm/,product-category,villeroy-boch-aquastop-8mm,P2,341,,/ranges/villeroy-boch-aquastop-8mm/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/solid-timber/,/product-category/solid-timber/,product-category,solid-timber,P0,28,,/solid-timber-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/solid-timber/australian-raw-hardwood-timber/,/product-category/solid-timber/australian-raw-hardwood-timber/,product-category,australian-raw-hardwood-timber,P2,337,,/ranges/raw-solid-timber/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/solid-timber/topdeck-pre-finished-solid-timber/,/product-category/solid-timber/topdeck-pre-finished-solid-timber/,product-category,topdeck-pre-finished-solid-timber,P2,335,,/ranges/solid/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/uncategorized/,/product-category/uncategorized/,product-category,uncategorized,P2,,,/404.html,gone,,410 gone,Legacy low-value URL intentionally retired.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/vinyl/,/product-category/vinyl/,product-category,vinyl,P0,10,,/vinyl-flooring-sydney/,existing destination,301 implemented,301 redirect,Mapped to the closest live category page.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product-category/vinyl/ornato-vinyl/,/product-category/vinyl/ornato-vinyl/,product-category,ornato-vinyl,P2,341,,/ranges/ornato-vinyl/,existing destination,301 implemented,301 redirect,Mapped to the closest live range page to preserve long-tail range intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/artisan-biarritz/,/product/artisan-biarritz/,product,artisan-biarritz,P2,,,/products/artisan-biarritz/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/artisan-black-maquina/,/product/artisan-black-maquina/,product,artisan-black-maquina,P2,,,/products/artisan-black-maquina/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/artisan-brittany-grey/,/product/artisan-brittany-grey/,product,artisan-brittany-grey,P2,,,/products/artisan-brittany-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
